time,P,G(i),H_sun,T2m,WS10m,Int
20230124:0610,0,0,0,3.98,3.72,0
20230124:0710,194050,102.37,6.63,4.92,3.52,0
20230124:0810,869375,401.07,14.82,6.18,3.45,0
20230124:0910,1056475,490.64,21.28,7.65,3.66,0
20230124:1010,1293175,606.22,25.46,8.93,3.79,0
20230124:1110,721950,342.85,26.88,9.76,3.86,0
20230124:1210,430025,212.57,25.33,10.06,3.93,0
20230124:1310,400875,198.92,21.03,10.06,3.93,0
20230124:1410,327800,165.08,14.47,9.55,3.79,0
20230124:1510,6975,11.6,6.22,8.67,4.21,0
20230124:1610,0,0,0,7.63,4.41,0
20230124:1710,0,0,0,6.81,4.62,0
20230124:1810,0,0,0,6.25,4.69,0
20230124:1910,0,0,0,5.91,4.28,0
20230124:2010,0,0,0,5.59,4.14,0
20230124:2110,0,0,0,5.26,4.28,0
20230124:2210,0,0,0,5.17,4.41,0
20230124:2310,0,0,0,5.02,4.28,0
20230125:0010,0,0,0,4.69,4.28,0
20230125:0110,0,0,0,4.48,4.41,0
20230125:0210,0,0,0,4.19,4.48,0
20230125:0310,0,0,0,4,4.62,0
20230125:0410,0,0,0,3.76,4.62,0
20230125:0510,0,0,0,3.56,4.76,0
20230125:0610,0,0,0,3.4,4.83,0
20230125:0710,1231925,554.68,6.79,4.34,5.45,0
20230125:0810,1737275,800.32,14.99,5.27,4.97,0
20230125:0910,1968300,919.04,21.49,6.6,5.52,0
20230125:1010,2129550,1007.68,25.69,7.78,5.59,0
20230125:1110,2079350,986.35,27.12,8.6,5.59,0
20230125:1210,2140850,1020.13,25.58,9.05,5.59,0
20230125:1310,1958975,926.12,21.28,9.15,5.52,0
20230125:1410,1206675,557.47,14.71,8.8,5.24,0
20230125:1510,73300,47.98,6.44,7.93,4.97,0
20230125:1610,0,0,0,6.85,4.9,0
20230125:1710,0,0,0,5.99,5.1,0
20230125:1810,0,0,0,5.29,5.17,0
20230125:1910,0,0,0,4.98,5.86,0
20230125:2010,0,0,0,4.72,5.59,0
20230125:2110,0,0,0,4.41,5.24,0
20230125:2210,0,0,0,4.03,5.45,0
20230125:2310,0,0,0,3.68,5.52,0
20230126:0010,0,0,0,3.4,5.45,0
20230126:0110,0,0,0,3.2,5.31,0
20230126:0210,0,0,0,3,5.24,0
20230126:0310,0,0,0,2.85,5.17,0
20230126:0410,0,0,0,2.67,5.17,0
20230126:0510,0,0,0,2.56,5.1,0
20230126:0610,0,0,0,2.49,5.1,0
20230126:0710,1312950,589.03,6.95,3.34,5.45,0
20230126:0810,1406000,637.65,15.18,4.08,5.1,0
20230126:0910,1900300,879.61,21.7,5.03,5.31,0
20230126:1010,2100725,985.26,25.92,6.04,5.45,0
20230126:1110,2095475,984.8,27.37,6.72,5.66,0
20230126:1210,1828375,852.16,25.83,7.14,5.66,0
20230126:1310,2044075,957.79,21.53,6.8,5.59,0
20230126:1410,1745500,806.17,14.95,6.7,5.66,0
20230126:1510,586600,272.36,6.67,6.1,5.45,0
20230126:1610,0,0,0,5.25,5.79,0
20230126:1710,0,0,0,4.45,5.93,0
20230126:1810,0,0,0,3.92,6,0
20230126:1910,0,0,0,4.22,6.14,0
20230126:2010,0,0,0,3.96,5.93,0
20230126:2110,0,0,0,3.75,6,0
20230126:2210,0,0,0,3.47,6.28,0
20230126:2310,0,0,0,3.17,6.41,0
20230127:0010,0,0,0,3.07,6.55,0
20230127:0110,0,0,0,3,6.62,0
20230127:0210,0,0,0,2.89,6.76,0
20230127:0310,0,0,0,2.69,6.83,0
20230127:0410,0,0,0,2.59,6.97,0
20230127:0510,0,0,0,2.55,7.1,0
20230127:0610,0,0,0,2.53,7.03,0
20230127:0710,1046075,465.19,7.11,2.49,6.83,0
20230127:0810,1480900,665.13,15.37,3.14,6.48,0
20230127:0910,2021175,926.48,21.91,4.11,6.69,0
20230127:1010,2126650,985.24,26.16,5.06,6.55,0
20230127:1110,2165550,1010.68,27.62,5.75,6.28,0
20230127:1210,2010725,935.86,26.09,6.21,6.14,0
20230127:1310,1982250,922.52,21.78,6.31,5.86,0
20230127:1410,1874150,867.03,15.19,6.06,5.66,0
20230127:1510,842975,383.61,6.9,5.42,5.03,0
20230127:1610,0,0,0,4.39,5.59,0
20230127:1710,0,0,0,3.57,5.72,0
20230127:1810,0,0,0,3.16,5.72,0
20230127:1910,0,0,0,2.9,6.07,0
20230127:2010,0,0,0,2.72,5.93,0
20230127:2110,0,0,0,2.61,5.52,0
20230127:2210,0,0,0,2.45,5.17,0
20230127:2310,0,0,0,2.23,5.17,0
20230128:0010,0,0,0,2.05,5.31,0
20230128:0110,0,0,0,1.93,5.59,0
20230128:0210,0,0,0,1.87,5.79,0
20230128:0310,0,0,0,1.85,5.66,0
20230128:0410,0,0,0,1.75,5.31,0
20230128:0510,0,0,0,1.61,4.97,0
20230128:0610,0,0,0,1.48,4.9,0
20230128:0710,472250,219.73,7.28,2.17,4.97,0
20230128:0810,994075,448.37,15.56,2.96,4.83,0
20230128:0910,1779850,816.15,22.13,4.02,5.38,0
20230128:1010,2107950,986.4,26.41,5.14,5.24,0
20230128:1110,2162275,1019.84,27.89,6.01,5.17,0
20230128:1210,1885250,882.65,26.36,6.53,4.97,0
20230128:1310,1839525,859.97,22.04,6.68,4.83,0
20230128:1410,1644650,760.83,15.44,6.41,4.76,0
20230128:1510,772200,353.61,7.14,5.68,4.48,0
20230128:1610,0,0,0,4.5,4.9,0
20230128:1710,0,0,0,3.46,5.31,0
20230128:1810,0,0,0,2.81,5.59,0
20230128:1910,0,0,0,2.86,5.52,0
20230128:2010,0,0,0,2.52,5.52,0
20230128:2110,0,0,0,2.24,5.52,0
20230128:2210,0,0,0,1.98,5.52,0
20230128:2310,0,0,0,1.72,5.38,0
20230129:0010,0,0,0,1.52,5.38,0
20230129:0110,0,0,0,1.37,5.45,0
20230129:0210,0,0,0,1.27,5.38,0
20230129:0310,0,0,0,1.17,5.24,0
20230129:0410,0,0,0,1.05,5.17,0
20230129:0510,0,0,0,0.95,5.17,0
20230129:0610,0,0,0,0.9,5.17,0
20230129:0710,1192375,532.57,7.46,2.11,4.97,0
20230129:0810,1799550,823.49,15.76,2.96,4.69,0
20230129:0910,2064975,958.89,22.36,4.09,5.17,0
20230129:1010,2143075,1009.39,26.66,5.2,4.76,0
20230129:1110,2135000,1018.98,28.15,6.14,4,0
20230129:1210,2064425,991.33,26.63,6.8,3.45,0
20230129:1310,1997875,956,22.31,7.07,3.45,0
20230129:1410,1767175,831.66,15.69,6.84,3.59,0
20230129:1510,750850,346.41,7.38,6.22,3.38,0
20230129:1610,0,0,0,5.09,3.59,0
20230129:1710,0,0,0,4.02,3.86,0
20230129:1810,0,0,0,3.25,3.66,0
20230129:1910,0,0,0,3.36,3.38,0
20230129:2010,0,0,0,2.92,3.38,0
20230129:2110,0,0,0,2.48,3.31,0
20230129:2210,0,0,0,2.11,3.1,0
20230129:2310,0,0,0,1.78,3.03,0
20230130:0010,0,0,0,1.47,3.1,0
20230130:0110,0,0,0,1.31,2.97,0
20230130:0210,0,0,0,1.17,2.76,0
20230130:0310,0,0,0,1.04,2.62,0
20230130:0410,0,0,0,0.81,2.28,0
20230130:0510,0,0,0,0.56,2,0
20230130:0610,0,0,0,0.21,1.86,0
20230130:0710,1244550,563.85,7.64,0.55,1.86,0
20230130:0810,1738075,816.5,15.97,1.96,1.66,0
20230130:0910,1975850,961.34,22.59,3.82,1.31,0
20230130:1010,2019200,1003.36,26.91,5.57,1.03,0
20230130:1110,2027800,1003.05,28.42,6.85,1.59,0
20230130:1210,1363900,644.95,26.91,7.57,2.28,0
20230130:1310,1826375,876.87,22.58,7.92,2.83,0
20230130:1410,566900,269.72,15.95,7.91,2.97,0
20230130:1510,1166575,542.08,7.62,7.53,2.55,0
20230130:1610,0,0,0,6.6,2.55,0
20230130:1710,0,0,0,5.81,2.34,0
20230130:1810,0,0,0,5.15,2.28,0
20230130:1910,0,0,0,5.06,2.48,0
20230130:2010,0,0,0,4.61,2.55,0
20230130:2110,0,0,0,4.18,2.69,0
20230130:2210,0,0,0,3.57,2.76,0
20230130:2310,0,0,0,2.96,2.69,0
20230131:0010,0,0,0,2.58,2.76,0
20230131:0110,0,0,0,2.54,2.97,0
20230131:0210,0,0,0,2.3,3.17,0
20230131:0310,0,0,0,2.02,2.97,0
20230131:0410,0,0,0,1.66,2.69,0
20230131:0510,0,0,0,1.36,2.48,0
20230131:0610,0,0,0,1.15,2.41,0
20230131:0710,1262425,573.01,7.83,1.63,2.28,0
20230131:0810,1770075,838.17,16.18,3.51,1.79,0
20230131:0910,1969550,966.31,22.83,6.72,1.66,0
20230131:1010,2037350,1006.82,27.18,8.85,2.21,0
20230131:1110,2076725,1015.15,28.7,9.89,3.45,0
20230131:1210,2015000,979.04,27.19,10.13,3.72,0
20230131:1310,1961925,949.51,22.85,10.17,3.72,0
20230131:1410,1741875,833.18,16.2,10.06,3.52,0
20230131:1510,1088450,508.29,7.86,9.41,2.97,0
20230131:1610,0,0,0,8.17,2.9,0
20230131:1710,0,0,0,6.98,2.83,0
20230131:1810,0,0,0,6.05,2.55,0
20230131:1910,0,0,0,5.62,2.28,0
20230131:2010,0,0,0,4.39,2,0
20230131:2110,0,0,0,3.36,1.86,0
20230131:2210,0,0,0,2.69,1.72,0
20230131:2310,0,0,0,2.05,1.66,0
20230201:0010,0,0,0,1.38,1.52,0
20230201:0110,0,0,0,0.85,1.52,0
20230201:0210,0,0,0,0.45,1.52,0
20230201:0310,0,0,0,0.19,1.66,0
20230201:0410,0,0,0,0.18,1.79,0
20230201:0510,0,0,0,0.21,1.86,0
20230201:0610,0,0,0,0.27,1.86,0
20230201:0710,1071025,485.09,8.02,1.35,1.93,0
20230201:0810,1624825,766.72,16.4,4.08,1.66,0
20230201:0910,1757400,856.94,23.07,8.07,1.59,0
20230201:1010,1919200,955.12,27.44,9.98,1.72,0
20230201:1110,1753325,871.39,28.98,11.04,1.52,0
20230201:1210,1795175,891.05,27.47,11.51,1.86,0
20230201:1310,1331200,641.67,23.12,11.56,2.07,0
20230201:1410,479225,235.03,16.46,11.37,2.28,0
20230201:1510,123325,72.78,8.1,10.77,1.93,0
20230201:1610,0,0,0,9.93,1.93,0
20230201:1710,0,0,0,8.88,1.59,0
20230201:1810,0,0,0,7.56,1.52,0
20230201:1910,0,0,0,6.48,1.59,0
20230201:2010,0,0,0,6.42,1.38,0
20230201:2110,0,0,0,7.13,1.1,0
20230201:2210,0,0,0,5.63,1.31,0
20230201:2310,0,0,0,4.1,1.52,0
20230202:0010,0,0,0,3.09,1.66,0
20230202:0110,0,0,0,2.56,1.52,0
20230202:0210,0,0,0,2.32,1.45,0
20230202:0310,0,0,0,2.36,1.45,0
20230202:0410,0,0,0,2.45,1.66,0
20230202:0510,0,0,0,3.06,1.79,0
20230202:0610,0,0,0,3.5,1.79,0
20230202:0710,1093025,503.25,8.22,4.1,1.59,0
20230202:0810,617825,292.34,16.62,6.27,1.31,0
20230202:0910,1818675,903.95,23.32,8.47,0.97,0
20230202:1010,862050,414.79,27.72,9.48,0.55,0
20230202:1110,1305750,628.17,29.27,10.41,1.86,0
20230202:1210,1662000,807.93,27.76,10.81,2.48,0
20230202:1310,1641825,793.63,23.4,11.2,2.9,0
20230202:1410,1620275,777.36,16.73,11.03,3.17,0
20230202:1510,988600,465.88,8.35,10.54,2.34,0
20230202:1610,0,0,0,9.5,2.41,0
20230202:1710,0,0,0,8.38,2.55,0
20230202:1810,0,0,0,7.6,2.62,0
20230202:1910,0,0,0,7.5,2.62,0
20230202:2010,0,0,0,7.1,2.48,0
20230202:2110,0,0,0,6.64,2.28,0
20230202:2210,0,0,0,5.76,2.07,0
20230202:2310,0,0,0,4.55,2.21,0
20230203:0010,0,0,0,4.11,2.41,0
20230203:0110,0,0,0,4.04,2.83,0
20230203:0210,0,0,0,3.92,3.1,0
20230203:0310,0,0,0,3.66,3.31,0
20230203:0410,0,0,0,3.28,3.38,0
20230203:0510,0,0,0,3,3.31,0
20230203:0610,0,0,0,2.6,3.24,0
20230203:0710,1083375,490.99,8.43,2.69,2.76,0
20230203:0810,1243325,573.64,16.85,4.33,2.34,0
20230203:0910,489575,237.91,23.58,6.82,0.69,0
20230203:1010,1066625,510.82,28,8.69,0.83,0
20230203:1110,1464250,715.8,29.56,9.82,1.03,0
20230203:1210,1906875,969.83,28.05,10.37,0.83,0
20230203:1310,1821025,924.82,23.68,10.7,0.62,0
20230203:1410,259200,136.34,16.99,10.71,1.38,0
20230203:1510,105550,64.36,8.6,10.3,1.66,0
20230203:1610,0,0,0,9.41,1.86,0
20230203:1710,0,0,0,8.48,1.93,0
20230203:1810,0,0,0,7.44,1.72,0
20230203:1910,0,0,0,9.48,0.76,0
20230203:2010,0,0,0,7.22,1.24,0
20230203:2110,0,0,0,6.13,1.59,0
20230203:2210,0,0,0,5.86,1.59,0
20230203:2310,0,0,0,5.68,1.38,0
20230204:0010,0,0,0,5.58,1.31,0
20230204:0110,0,0,0,5.55,1.31,0
20230204:0210,0,0,0,5.41,1.31,0
20230204:0310,0,0,0,5.2,1.52,0
20230204:0410,0,0,0,4.92,1.72,0
20230204:0510,0,0,0,4.54,1.93,0
20230204:0610,0,0,0,4.25,1.93,0
20230204:0710,1240250,573.02,8.64,4.07,1.66,0
20230204:0810,1659950,797.93,17.09,6.52,1.45,0
20230204:0910,1899325,935.79,23.84,9.94,2.14,0
20230204:1010,1504550,715.78,28.28,11.46,4.41,0
20230204:1110,2013900,961,29.86,11,6.21,0
20230204:1210,1851575,869,28.35,9.85,6.97,0
20230204:1310,1944425,911.39,23.97,8.89,6.62,0
20230204:1410,1752525,812.14,17.26,8.29,6.62,0
20230204:1510,978475,445.94,8.85,7.38,6.69,0
20230204:1610,0,0,0,6.15,6.83,0
20230204:1710,0,0,0,5.07,6.83,0
20230204:1810,0,0,0,4.21,6.83,0
20230204:1910,0,0,0,4.01,7.66,0
20230204:2010,0,0,0,3.02,7.93,0
20230204:2110,0,0,0,2.28,7.86,0
20230204:2210,0,0,0,1.81,7.72,0
20230204:2310,0,0,0,1.45,7.38,0
20230205:0010,0,0,0,1.18,7.03,0
20230205:0110,0,0,0,1.04,7.03,0
20230205:0210,0,0,0,0.92,7.03,0
20230205:0310,0,0,0,0.79,6.55,0
20230205:0410,0,0,0,0.66,5.72,0
20230205:0510,0,0,0,0.58,5.17,0
20230205:0610,0,0,0,0.46,4.9,0
20230205:0710,1335125,594.83,8.86,0.73,4.76,0
20230205:0810,1323000,592.22,17.33,1.31,5.1,0
20230205:0910,1940175,881.6,24.11,2.04,6.28,0
20230205:1010,1427175,643.72,28.57,2.64,6.14,0
20230205:1110,2169875,1004.06,30.16,3.16,5.93,0
20230205:1210,1730025,791.08,28.65,3.57,5.66,0
20230205:1310,2058225,948.68,24.26,3.91,6.14,0
20230205:1410,1871450,854.98,17.53,3.55,5.86,0
20230205:1510,560650,258.18,9.1,2.98,5.66,0
20230205:1610,0,0,0,2.1,5.1,0
20230205:1710,0,0,0,1.26,5.03,0
20230205:1810,0,0,0,0.67,5.17,0
20230205:1910,0,0,0,0.55,5.24,0
20230205:2010,0,0,0,0.27,5.17,0
20230205:2110,0,0,0,0.06,4.9,0
20230205:2210,0,0,0,-0.01,4.69,0
20230205:2310,0,0,0,-0.13,4.41,0
20230206:0010,0,0,0,-0.27,4.21,0
20230206:0110,0,0,0,-0.41,4.14,0
20230206:0210,0,0,0,-0.55,4.07,0
20230206:0310,0,0,0,-0.61,4,0
20230206:0410,0,0,0,-0.7,3.86,0
20230206:0510,0,0,0,-0.78,3.72,0
20230206:0610,0,0,0,-0.88,3.72,0
20230206:0710,0,0,0,-0.52,4.9,0
20230206:0810,919150,409.48,17.57,0.13,5.72,0
20230206:0910,937075,419.83,24.38,0.78,5.93,0
20230206:1010,489725,230.13,28.86,1.33,6,0
20230206:1110,244150,125.14,30.47,1.81,5.79,0
20230206:1210,318000,157.53,28.95,2.17,5.31,0
20230206:1310,351150,171.75,24.55,2.54,4.9,0
20230206:1410,254475,129.35,17.8,2.6,4.62,0
20230206:1510,319525,155.62,9.35,2.25,4.28,0
20230206:1610,0,0,0,1.51,4,0
20230206:1710,0,0,0,0.65,4.07,0
20230206:1810,0,0,0,0.04,4.14,0
20230206:1910,0,0,0,-0.3,4.28,0
20230206:2010,0,0,0,-0.5,3.66,0
20230206:2110,0,0,0,-0.61,3.45,0
20230206:2210,0,0,0,-0.71,3.66,0
20230206:2310,0,0,0,-0.79,4,0
20230207:0010,0,0,0,-0.85,4.41,0
20230207:0110,0,0,0,-0.88,4.69,0
20230207:0210,0,0,0,-0.93,4.69,0
20230207:0310,0,0,0,-0.99,4.62,0
20230207:0410,0,0,0,-1,4.83,0
20230207:0510,0,0,0,-1.01,4.9,0
20230207:0610,0,0,0,-1,4.62,0
20230207:0710,1449300,645.98,9.31,-0.41,4.21,0
20230207:0810,1867050,857.01,17.82,0.43,3.45,0
20230207:0910,2106825,983.38,24.65,1.54,3.72,0
20230207:1010,2189625,1023.26,29.16,2.53,4.55,0
20230207:1110,2231075,1046.97,30.78,3.32,4.76,0
20230207:1210,2178200,1023.03,29.26,3.89,4.69,0
20230207:1310,2101275,984.66,24.84,4.24,4.62,0
20230207:1410,1886775,874.7,18.08,4.21,4.48,0
20230207:1510,1381950,627.75,9.6,3.72,4.07,0
20230207:1610,0,0,0,2.71,3.86,0
20230207:1710,0,0,0,1.55,4.14,0
20230207:1810,0,0,0,0.73,4.48,0
20230207:1910,0,0,0,0.6,4.28,0
20230207:2010,0,0,0,0.25,4,0
20230207:2110,0,0,0,0,3.86,0
20230207:2210,0,0,0,-0.19,3.86,0
20230207:2310,0,0,0,-0.37,4.07,0
20230208:0010,0,0,0,-0.52,4.28,0
20230208:0110,0,0,0,-0.63,4.48,0
20230208:0210,0,0,0,-0.73,4.69,0
20230208:0310,0,0,0,-0.78,4.76,0
20230208:0410,0,0,0,-0.84,4.83,0
20230208:0510,0,0,0,-0.94,4.9,0
20230208:0610,0,0,0,-0.99,5.03,0
20230208:0710,1472525,652.26,9.54,-0.41,5.38,0
20230208:0810,1905500,859.94,18.08,0.52,5.66,0
20230208:0910,2122250,971.21,24.93,1.77,6,0
20230208:1010,2197225,1016.34,29.46,2.86,5.86,0
20230208:1110,2197100,1023.54,31.09,3.72,5.59,0
20230208:1210,2135625,998.03,29.57,4.2,5.17,0
20230208:1310,2058550,961.88,25.14,4.48,4.83,0
20230208:1410,1862175,862.03,18.35,4.49,4.69,0
20230208:1510,1440625,655.68,9.86,4.09,4.28,0
20230208:1610,0,0,0,3.17,4.14,0
20230208:1710,0,0,0,2.12,4.14,0
20230208:1810,0,0,0,1.4,4.14,0
20230208:1910,0,0,0,0.65,4.62,0
20230208:2010,0,0,0,0.36,4.48,0
20230208:2110,0,0,0,0.18,4.41,0
20230208:2210,0,0,0,0.05,4.48,0
20230208:2310,0,0,0,0.03,4.55,0
20230209:0010,0,0,0,-0.04,4.55,0
20230209:0110,0,0,0,-0.12,4.48,0
20230209:0210,0,0,0,-0.25,4.41,0
20230209:0310,0,0,0,-0.43,4.34,0
20230209:0410,0,0,0,-0.58,4.34,0
20230209:0510,0,0,0,-0.73,4.28,0
20230209:0610,0,0,0,-0.84,4.28,0
20230209:0710,1494525,667.65,9.77,-0.33,4.14,0
20230209:0810,1894325,866.08,18.34,0.76,4.14,0
20230209:0910,2088225,974.44,25.22,2.15,3.93,0
20230209:1010,2171100,1029.46,29.77,3.52,3.66,0
20230209:1110,2212825,1060.46,31.41,4.66,3.52,0
20230209:1210,2127825,1020.99,29.89,5.51,3.38,0
20230209:1310,2034500,974.86,25.44,5.96,3.17,0
20230209:1410,1827300,869.45,18.63,6.02,2.69,0
20230209:1510,1382675,643.91,10.12,5.6,2.21,0
20230209:1610,0,0,0,4.48,2.76,0
20230209:1710,0,0,0,3.08,3.72,0
20230209:1810,0,0,0,2.14,4.07,0
20230209:1910,0,0,0,1.89,3.45,0
20230209:2010,0,0,0,1.28,3.38,0
20230209:2110,0,0,0,0.87,3.1,0
20230209:2210,0,0,0,0.48,3.03,0
20230209:2310,0,0,0,0.22,3.1,0
20230210:0010,0,0,0,0.03,3.1,0
20230210:0110,0,0,0,-0.13,3.17,0
20230210:0210,0,0,0,-0.25,3.31,0
20230210:0310,0,0,0,-0.41,3.24,0
20230210:0410,0,0,0,-0.56,3.52,0
20230210:0510,0,0,0,-0.67,3.72,0
20230210:0610,0,0,0,-0.78,3.86,0
20230210:0710,1487875,666.56,10.02,-0.21,3.79,0
20230210:0810,1883200,862.33,18.61,0.9,4,0
20230210:0910,2113775,984.07,25.51,2.32,4.34,0
20230210:1010,2167625,1021.83,30.09,3.7,4.21,0
20230210:1110,2203575,1053.46,31.73,4.99,3.79,0
20230210:1210,2108025,1013.23,30.21,6.03,3.38,0
20230210:1310,2052675,985.86,25.74,6.7,3.38,0
20230210:1410,1842150,873.28,18.91,6.92,3.45,0
20230210:1510,1383075,639.2,10.37,6.31,3.45,0
20230210:1610,0,0,0,4.62,3.79,0
20230210:1710,0,0,0,3.11,3.93,0
20230210:1810,0,0,0,2.18,3.93,0
20230210:1910,0,0,0,2.1,4.21,0
20230210:2010,0,0,0,1.65,4.07,0
20230210:2110,0,0,0,1.3,3.93,0
20230210:2210,0,0,0,1.03,3.72,0
20230210:2310,0,0,0,0.85,3.59,0
20230211:0010,0,0,0,0.65,3.24,0
20230211:0110,0,0,0,0.47,3.1,0
20230211:0210,0,0,0,0.25,2.76,0
20230211:0310,0,0,0,0.07,2.62,0
20230211:0410,0,0,0,-0.1,2.48,0
20230211:0510,0,0,0,-0.24,2.41,0
20230211:0610,0,0,0,-0.39,2.34,0
20230211:0710,1425250,646.8,10.26,0.03,2.21,0
20230211:0810,1780150,837.96,18.88,2,1.79,0
20230211:0910,2007475,978.47,25.81,4.52,1.59,0
20230211:1010,2045275,1014.22,30.4,6.62,1.52,0
20230211:1110,2094300,1061.21,32.06,8.16,1.17,0
20230211:1210,1931350,967.4,30.53,9.15,1.31,0
20230211:1310,1958975,971.04,26.04,9.68,2,0
20230211:1410,1685275,813.87,19.19,9.65,2.41,0
20230211:1510,897175,419.56,10.63,8.86,2.62,0
20230211:1610,0,0,0,7.75,2.97,0
20230211:1710,0,0,0,6.55,2.97,0
20230211:1810,0,0,0,5.41,2.83,0
20230211:1910,0,0,0,4.29,2.34,0
20230211:2010,0,0,0,3.03,2.28,0
20230211:2110,0,0,0,2.3,2.21,0
20230211:2210,0,0,0,1.94,2.21,0
20230211:2310,0,0,0,1.83,2.28,0
20230212:0010,0,0,0,1.85,2.28,0
20230212:0110,0,0,0,1.96,2.21,0
20230212:0210,0,0,0,2.01,2.28,0
20230212:0310,0,0,0,2.09,2.41,0
20230212:0410,0,0,0,2.12,2.55,0
20230212:0510,0,0,0,2.09,2.9,0
20230212:0610,0,0,0,2.79,3.1,0
20230212:0710,79575,50.72,10.52,3.72,3.03,0
20230212:0810,706875,330.95,19.15,6.87,3.1,0
20230212:0910,861625,403.81,26.11,8.91,4.28,0
20230212:1010,670550,319.68,30.72,9.86,4.83,0
20230212:1110,1983300,950.42,32.39,10.8,5.45,0
20230212:1210,1863025,890.72,30.85,10.92,5.17,0
20230212:1310,1739575,826.59,26.35,11.01,5.24,0
20230212:1410,1786550,848.97,19.47,10.87,5.03,0
20230212:1510,1384250,648.89,10.89,10.34,4.21,0
20230212:1610,0,0,0,9.2,3.72,0
20230212:1710,0,0,0,7.76,3.59,0
20230212:1810,0,0,0,6.86,3.52,0
20230212:1910,0,0,0,7.15,4.07,0
20230212:2010,0,0,0,6.77,4.14,0
20230212:2110,0,0,0,6.48,3.86,0
20230212:2210,0,0,0,6.07,3.03,0
20230212:2310,0,0,0,5.12,1.86,0
20230213:0010,0,0,0,4.11,2.28,0
20230213:0110,0,0,0,3.42,2.76,0
20230213:0210,0,0,0,3.08,3.03,0
20230213:0310,0,0,0,2.86,3.17,0
20230213:0410,0,0,0,2.59,3.24,0
20230213:0510,0,0,0,2.46,3.17,0
20230213:0610,0,0,0,2.34,3.1,0
20230213:0710,1433625,656.11,10.77,2.5,2.62,0
20230213:0810,1784275,846.73,19.43,4.93,2.28,0
20230213:0910,1966900,958.32,26.41,7.37,2.28,0
20230213:1010,2041450,1011.95,31.05,9.15,2.21,0
20230213:1110,2048925,1034.59,32.73,10.29,1.66,0
20230213:1210,1943700,994.84,31.18,11.03,0.9,0
20230213:1310,1858400,942.14,26.66,11.49,1.03,0
20230213:1410,1718700,852.31,19.76,11.65,1.52,0
20230213:1510,1331625,638.38,11.15,11.33,2,0
20230213:1610,0,0,0,10.04,2.62,0
20230213:1710,0,0,0,8.58,2.9,0
20230213:1810,0,0,0,7.47,2.9,0
20230213:1910,0,0,0,7.25,2.69,0
20230213:2010,0,0,0,6.11,2.48,0
20230213:2110,0,0,0,5.07,2.28,0
20230213:2210,0,0,0,4.24,2.28,0
20230213:2310,0,0,0,3.58,2.34,0
20230214:0010,0,0,0,3.12,2.48,0
20230214:0110,0,0,0,2.74,2.62,0
20230214:0210,0,0,0,2.48,2.76,0
20230214:0310,0,0,0,2.4,2.9,0
20230214:0410,0,0,0,2.42,3.03,0
20230214:0510,0,0,0,2.54,3.17,0
20230214:0610,0,0,0,2.54,3.1,0
20230214:0710,1473975,677.33,11.03,3.54,2.9,0
20230214:0810,1831700,871.99,19.72,6.25,2.76,0
20230214:0910,1998025,974.6,26.72,9.17,2.97,0
20230214:1010,2048725,1011.27,31.38,11.13,3.17,0
20230214:1110,2090100,1041.53,33.07,12.53,3.24,0
20230214:1210,2030275,1011.33,31.51,13.54,3.38,0
20230214:1310,1946475,961.92,26.97,14.15,3.79,0
20230214:1410,1776100,869.5,20.04,14.18,3.66,0
20230214:1510,1385950,665.18,11.42,13.52,3.24,0
20230214:1610,0,1.66,1.66,11.93,3.31,0
20230214:1710,0,0,0,9.99,3.38,0
20230214:1810,0,0,0,8.57,3.38,0
20230214:1910,0,0,0,8.32,2.97,0
20230214:2010,0,0,0,7.25,2.9,0
20230214:2110,0,0,0,6.19,2.9,0
20230214:2210,0,0,0,5.46,3.03,0
20230214:2310,0,0,0,4.85,3.17,0
20230215:0010,0,0,0,4.41,3.38,0
20230215:0110,0,0,0,4.12,3.59,0
20230215:0210,0,0,0,3.96,3.79,0
20230215:0310,0,0,0,3.84,3.79,0
20230215:0410,0,0,0,3.7,3.59,0
20230215:0510,0,0,0,3.46,3.31,0
20230215:0610,0,0,0,3.24,3.1,0
20230215:0710,1542925,713.37,11.3,4.3,2.97,0
20230215:0810,1854300,890.23,20,6.61,2.41,0
20230215:0910,2005025,989.35,27.04,9.32,2.34,0
20230215:1010,2053250,1039.74,31.72,11.48,1.86,0
20230215:1110,2018575,1045.26,33.41,12.98,1.17,0
20230215:1210,1956825,1013.75,31.85,13.73,1.1,0
20230215:1310,1915275,982.05,27.28,13.96,1.38,0
20230215:1410,1765550,884.54,20.33,13.73,1.79,0
20230215:1510,1425650,693.07,11.68,12.96,1.93,0
20230215:1610,0,2.49,1.91,11.51,1.79,0
20230215:1710,0,0,0,10.06,1.45,0
20230215:1810,0,0,0,9.37,0.97,0
20230215:1910,0,0,0,9.74,1.17,0
20230215:2010,0,0,0,7.05,1.72,0
20230215:2110,0,0,0,6.15,1.79,0
20230215:2210,0,0,0,5.53,1.79,0
20230215:2310,0,0,0,4.94,1.93,0
20230216:0010,0,0,0,4.39,2,0
20230216:0110,0,0,0,4.02,2.21,0
20230216:0210,0,0,0,3.96,2.34,0
20230216:0310,0,0,0,4.02,2.55,0
20230216:0410,0,0,0,4.21,2.55,0
20230216:0510,0,0,0,2.62,2.55,0
20230216:0610,0,2.19,1.74,2.52,2.41,0
